order_id,customer_id,order_purchase_timestamp
10a045cdf6a5650c21e9cfeb60384c16,a4b417188addbc05b26b72d5e44837a1,2018-10-17 17:30:18
a2ac6dad85cf8af5b0afb510a240fe8c,4c2ec60c29d10c34bd49cb88aa85cfc4,2018-10-03 18:55:29
392ed9afd714e3c74767d0c4d3e3f477,2823ffda607a2316375088e0d00005ec,2018-09-29 09:13:03
87ae60ef8b08ae0e5f903cacb53a6904,fea4d57ed3a45455f89c25ef3dae8ee8,2018-09-11 16:45:54
a89abace0dcc01eeb267a9660b5ac126,2f0524a7b1b3845a1a57fcf3910c4333,2018-09-06 18:45:47
4d59cc2a2e7bb6c0a851725f5888a9b5,ead83a4f8f7be8c3034b2e98754a6147,2018-09-06 14:50:07
afb61112fb99b07fe17e591c68c0c84c,36b182c39933d55e307096ccc3fd2970,2018-09-06 10:48:12
cfdfd7862e532c4ec1ed1c6a1b56d320,0ab5ac09913dfd3f247c7929a3799799,2018-09-03 18:45:34
4637ca194b6387e2d538dc89b124b0ee,a73c1f73f5772cf801434bf984b0b1a7,2018-09-03 14:14:25
54282e97f61c23b78330c15b154c867d,4b7decb9b58e2569548b8b4c8e20e8d7,2018-09-03 09:06:57
3a3cddda5a7c27851bd96c3313412840,0b0d6095c5555fe083844281f6b093bb,2018-08-31 16:13:44
572c4bbf0f5f85a9b4a2c4fe0c7f04d5,93ccdc49f22d1b0e3664b2bc328cf23d,2018-08-30 15:11:58
2663ce3526465b7ee9809428adabdc45,032a544bbe984490f6ff7450e3c8b0bc,2018-08-30 13:07:46
bb8edfe0742a6a0279b7dff848289568,c2a1740e781cc978dbab71735cf3ce84,2018-08-30 10:24:34
0a472c47d928bf4cd8b6a7a30345eeb7,8762d94c493b70216cd453ea2320234e,2018-08-30 10:14:00
8d4c637f1accf7a88a4555f02741e606,b1dd715db389a2077f43174e7a675d07,2018-08-29 16:27:49
35a972d7f8436f405b56e36add1a7140,898b7fee99c4e42170ab69ba59be0a8b,2018-08-29 15:00:37
03ef5dedbe7492bdae72eec50764c43f,496630b6740bcca28fce9ba50d8a26ef,2018-08-29 14:52:00
52018484704db3661b98ce838612b507,e450a297a7bc6839ceb0cf1a2377fa02,2018-08-29 12:25:59
d03ca98f59480e7e76c71fa83ecd8fb6,56b1ac2855cc6d7950b4ffa6a9b41b0d,2018-08-29 11:06:11
d70442bc5e3cb7438da497cc6a210f80,10a79ef2783cae3d8d678e85fde235ac,2018-08-29 10:22:35
b102b42cde7719ae4b7c0163cf4d7dbe,6df75bdce4569326dcfdf7fc9bbe5981,2018-08-29 10:15:27
912859fef5a0bd5059b6d48fa79d121a,b8c19e70d00f6927388e4f31c923d785,2018-08-29 09:48:09
fb393211459aac00af932cd7ab4fa2cc,54365416b7ef5599f54a6c7821d5d290,2018-08-29 09:14:11
bee12e8653a04e76786e8891cfb6330a,448945bc713d98b6726e82eda6249b9e,2018-08-29 08:46:11
c84d88553f9878bf2c7ecda2eb211ece,c4c66f47534e09a03fc7a878a9eda5ea,2018-08-29 08:25:34
4c867c2aac81653679eff07e922441a0,8ffe52ac7d480a27180338e697eec534,2018-08-28 22:51:54
e7c290bfc31d7eed478c3d3d2d4d2953,004440537b68545ca3c341d7279bc4c0,2018-08-28 22:30:32
dbb786f88b6d4e52fe3cb5d771b979d6,478778636c75019554439f75286a22e3,2018-08-28 21:56:30
00b44ba3d7c4a5e9a9ebafef9150781d,0b5f6687d659478f1747caed607c4ec5,2018-08-28 21:10:46
cb9628da43a976b479b45230984a05b8,c5c43d14a781c58ed1fdac7c9652f18f,2018-08-28 20:49:17
c8c528189310eaa44a745b8d9d26908b,197a2a6a77da93f678ea0d379f21da0a,2018-08-28 20:05:14
bda15d43b16684fa4eff328a7db33d8b,6eff0b0388f0e0829bd659d12e168828,2018-08-28 19:44:25
d99a07d049ac5c39f6f62edba8d57721,f5fc6bc27d5c599cc9bed0a2eacf030e,2018-08-28 19:32:31
d4fae577806d683110e00e18a5e181be,49a6ae8a95c6a78d90945b983ab1ecfc,2018-08-28 19:32:05
6d6783e9e03bc56ba0d4f018d45babe3,eb9f43bc3cb1915ba52ea755eddad3d4,2018-08-28 19:27:43
